amount,time_since_last_tx,velocity_1h,velocity_24h,vol_1h,amount_zscore,risk_rating_encoded,is_senior,age,annual_income,is_fraud
738.96,316800.0,1.0,1.0,738.96,-0.19505901300521722,1,0,30,62889.17,0
576.12,147600.0,1.0,1.0,576.12,-0.46058262566688013,1,0,30,62889.17,0
1006.14,252000.0,1.0,1.0,1006.14,0.24059929472594874,1,0,30,62889.17,0
637.08,234000.0,1.0,1.0,637.08,-0.36118248179648604,1,0,30,62889.17,0
1430.11,115200.0,1.0,1.0,1430.11,0.9319162074019816,1,0,30,62889.17,0
410.21,266400.0,1.0,1.0,410.21,-0.7311121182773965,1,0,30,62889.17,0
338.06,79200.0,1.0,2.0,338.06,-0.8487584499743934,1,0,30,62889.17,0
929.33,392400.0,1.0,1.0,929.33,0.11535446121733717,1,0,30,62889.17,0
231.96,284400.0,1.0,1.0,231.96,-1.0217629654706009,1,0,30,62889.17,0
1935.41,327600.0,1.0,1.0,1935.41,1.755848174227935,1,0,30,62889.17,0
1779.45,172800.0,1.0,1.0,1779.45,1.5015429505070252,1,0,30,62889.17,0
188.28,180000.0,1.0,1.0,188.28,-1.0929866906060801,1,0,30,62889.17,0
1790.75,428400.0,1.0,1.0,1790.75,1.519968502110297,1,0,30,62889.17,0
1149.3,118800.0,1.0,1.0,1149.3,0.4740330971617363,1,0,30,62889.17,0
1976.39,216000.0,1.0,1.0,1976.39,1.822669333936084,1,0,30,62889.17,0
575.21,144000.0,1.0,1.0,575.21,-0.46206645327386925,1,0,30,62889.17,0
132.8,43200.0,1.0,2.0,132.8,-1.1834512572387812,1,0,30,62889.17,0
1929.14,169200.0,1.0,1.0,1929.14,1.745624438957801,1,0,30,62889.17,0
773.15,68400.0,1.0,2.0,773.15,-0.13930949005691068,1,0,30,62889.17,0
830.09,64800.0,1.0,2.0,830.09,-0.04646427693387521,1,0,30,62889.17,0
1898.41,180000.0,1.0,1.0,1898.41,1.695516722075629,1,0,30,62889.17,0
1425.85,7200.0,1.0,2.0,1425.85,0.9249699375055268,1,0,30,62889.17,0
489.43,399600.0,1.0,1.0,489.43,-0.6019375874799454,1,0,30,62889.17,0
1412.1,284400.0,1.0,1.0,1412.1,0.9025494654218995,1,0,30,62889.17,0
184.91,64800.0,1.0,2.0,184.91,-1.0984817444913038,1,0,30,62889.17,0
716.44,136800.0,1.0,1.0,716.44,-0.2317796698287289,1,0,30,62889.17,0
181.93,18000.0,1.0,2.0,181.93,-1.103340872259246,1,0,30,62889.17,0
90.59,43200.0,1.0,3.0,90.59,-1.2522780300860472,1,0,30,62889.17,0
448.98,46800.0,1.0,2.0,448.98,-0.6678945399005071,1,0,30,62889.17,0
1783.38,205200.0,1.0,1.0,1783.38,1.507951129073473,1,0,30,62889.17,0
1467.45,0.0,1.0,1.0,1467.45,0.9134868790296827,2,1,81,172037.88,0
1198.13,158400.0,1.0,1.0,1198.13,0.4612887945812712,2,1,81,172037.88,0
565.1,388800.0,1.0,1.0,565.1,-0.6015916205322667,2,1,81,172037.88,0
1775.0,252000.0,1.0,1.0,1775.0,1.4298745252204927,2,1,81,172037.88,0
734.71,428400.0,1.0,1.0,734.71,-0.3168102559722819,2,1,81,172037.88,0
28.19,298800.0,1.0,1.0,28.19,-1.503083056449379,2,1,81,172037.88,0
66.15,403200.0,1.0,1.0,66.15,-1.439346834536184,2,1,81,172037.88,0
57.72,75600.0,1.0,2.0,57.72,-1.4535011114257579,2,1,81,172037.88,0
1400.07,316800.0,1.0,1.0,1400.07,0.8003534060973567,2,1,81,172037.88,0
816.7,342000.0,1.0,1.0,816.7,-0.17914606117083653,2,1,81,172037.88,0
821.89,288000.0,1.0,1.0,821.89,-0.1704318622317038,2,1,81,172037.88,0
290.9,93600.0,1.0,1.0,290.9,-1.0619834026344295,2,1,81,172037.88,0
51.1,432000.0,1.0,1.0,51.1,-1.4646163324232646,2,1,81,172037.88,0
1970.1,25200.0,1.0,2.0,1970.1,1.7574545277300913,2,1,81,172037.88,0
1873.5,90000.0,1.0,1.0,1873.5,1.5952596110595263,2,1,81,172037.88,0
1906.17,342000.0,1.0,1.0,1906.17,1.650113730393143,2,1,81,172037.88,0
1012.87,183600.0,1.0,1.0,1012.87,0.1502305102915312,2,1,81,172037.88,0
1449.14,259200.0,1.0,1.0,1449.14,0.8827437224640715,2,1,81,172037.88,0
1030.63,234000.0,1.0,1.0,1030.63,0.18005019683469117,2,1,81,172037.88,0
629.87,39600.0,1.0,2.0,629.87,-0.49284043261557425,2,1,81,172037.88,0
854.72,424800.0,1.0,1.0,854.72,-0.11530909707337404,2,1,81,172037.88,0
1081.39,28800.0,1.0,2.0,1081.39,0.26527808472493836,2,1,81,172037.88,0
599.06,122400.0,1.0,1.0,599.06,-0.5445715442369005,2,1,81,172037.88,0
1835.82,118800.0,1.0,1.0,1835.82,1.5319935193395793,2,1,81,172037.88,0
1499.82,144000.0,1.0,1.0,1499.82,0.9678372874419618,2,1,81,172037.88,0
774.49,403200.0,1.0,1.0,774.49,-0.2500181878029748,2,1,81,172037.88,0
414.91,86400.0,1.0,1.0,414.91,-0.8537660981176927,2,1,81,172037.88,0
307.14,432000.0,1.0,1.0,307.14,-1.0347158514260446,2,1,81,172037.88,0
230.02,266400.0,1.0,1.0,230.02,-1.1642031389377834,2,1,81,172037.88,0
620.62,50400.0,1.0,2.0,620.62,-0.5083715193568032,2,1,81,172037.88,0
565.99,381600.0,1.0,1.0,565.99,-0.6000972781322998,2,1,81,172037.88,0
1541.54,226800.0,1.0,1.0,1541.54,1.0378866862359162,2,1,81,172037.88,0
1001.15,118800.0,1.0,1.0,1001.15,0.13055220363129286,2,1,81,172037.88,0
511.75,0.0,1.0,1.0,511.75,-1.2290045715407958,2,1,79,131948.84,0
1125.51,28800.0,1.0,2.0,1125.51,-0.10403472231369872,2,1,79,131948.84,0
1229.75,288000.0,1.0,1.0,1229.75,0.08702832689679496,2,1,79,131948.84,0
1987.09,25200.0,1.0,2.0,1987.09,1.4751680975134034,2,1,79,131948.84,0
1803.33,266400.0,1.0,1.0,1803.33,1.138351655428596,2,1,79,131948.84,0
162.52,360000.0,1.0,1.0,162.52,-1.8691134421833582,2,1,79,131948.84,0
1084.31,97200.0,1.0,1.0,1084.31,-0.17955081620733213,2,1,79,131948.84,0
975.81,338400.0,1.0,1.0,975.81,-0.3784220828932355,2,1,79,131948.84,0
1305.79,126000.0,1.0,1.0,1305.79,0.226403175917957,2,1,79,131948.84,0
1802.88,104400.0,1.0,1.0,1802.88,1.1375268437234474,2,1,79,131948.84,0
725.49,396000.0,1.0,1.0,725.49,-0.8372373407440677,2,1,79,131948.84,0
1473.0,277200.0,1.0,1.0,1473.0,0.5328848764022879,2,1,79,131948.84,0
1577.94,0.0,1.0,1.0,1577.94,1.0319057503364795,2,0,60,197354.94,0
1443.24,169200.0,1.0,1.0,1443.24,0.8298309618630232,2,0,60,197354.94,0
1425.35,352800.0,1.0,1.0,1425.35,0.8029926696151378,2,0,60,197354.94,0
310.43,396000.0,1.0,1.0,310.43,-0.8695925060702805,2,0,60,197354.94,0
184.87,424800.0,1.0,1.0,184.87,-1.0579556125344762,2,0,60,197354.94,0
64.54,43200.0,1.0,2.0,64.54,-1.2384727565360427,2,0,60,197354.94,0
515.96,118800.0,1.0,1.0,515.96,-0.5612596829451917,2,0,60,197354.94,0
1586.22,7200.0,1.0,2.0,1586.22,1.0443272740822866,2,0,60,197354.94,0
146.25,219600.0,1.0,1.0,146.25,-1.1158927196676973,2,0,60,197354.94,0
738.6,410400.0,1.0,1.0,738.6,-0.2272587111134893,2,0,60,197354.94,0
1999.59,21600.0,1.0,2.0,1999.59,1.6644583454354611,2,0,60,197354.94,0
506.01,352800.0,1.0,1.0,506.01,-0.5761865140165421,2,0,60,197354.94,0
1716.74,288000.0,1.0,1.0,1716.74,1.2401312933217485,2,0,60,197354.94,0
172.29,396000.0,1.0,1.0,172.29,-1.0768279275975505,2,0,60,197354.94,0
884.74,10800.0,1.0,2.0,884.74,-0.008021817368048332,2,0,60,197354.94,0
1725.96,126000.0,1.0,1.0,1725.96,1.2539629900531908,2,0,60,197354.94,0
21.54,147600.0,1.0,1.0,21.54,-1.3029806697087125,2,0,60,197354.94,0
1606.76,237600.0,1.0,1.0,1606.76,1.0751410540024409,2,0,60,197354.94,0
317.9,363600.0,1.0,1.0,317.9,-0.8583861313865633,2,0,60,197354.94,0
1307.3,262800.0,1.0,1.0,1307.3,0.6258959451957503,2,0,60,197354.94,0
1713.39,79200.0,1.0,2.0,1713.39,1.2351056768303894,2,0,60,197354.94,0
583.3,104400.0,1.0,1.0,583.3,-0.4602372905487363,2,0,60,197354.94,0
116.49,284400.0,1.0,1.0,116.49,-1.160538196319294,2,0,60,197354.94,0
1943.39,118800.0,1.0,1.0,1943.39,1.5801480031028092,2,0,60,197354.94,0
579.17,198000.0,1.0,1.0,579.17,-0.46643305058136714,2,0,60,197354.94,0
341.64,172800.0,1.0,1.0,341.64,-0.8227717625791405,2,0,60,197354.94,0
1614.5,352800.0,1.0,1.0,1614.5,1.0867524783735214,2,0,60,197354.94,0
315.92,108000.0,1.0,1.0,315.92,-0.8613564957605605,2,0,60,197354.94,0
371.76,331200.0,1.0,1.0,371.76,-0.7775862196777262,2,0,60,197354.94,0
1587.56,277200.0,1.0,1.0,1587.56,1.0463375206788301,2,0,60,197354.94,0
1027.05,43200.0,1.0,2.0,1027.05,0.20546937155294315,2,0,60,197354.94,0
178.99,320400.0,1.0,1.0,178.99,-1.066776694614832,2,0,60,197354.94,0
1339.66,75600.0,1.0,2.0,1339.66,0.6744419003182527,2,0,60,197354.94,0
1653.42,144000.0,1.0,1.0,1653.42,1.1451396407149241,2,0,60,197354.94,0
140.3,248400.0,1.0,1.0,140.3,-1.1248188146299622,2,0,60,197354.94,0
284.37,144000.0,1.0,1.0,284.37,-0.908687301820973,2,0,60,197354.94,0
515.56,0.0,1.0,1.0,515.56,-0.7824783028907929,2,0,47,98250.72,0
157.94,396000.0,1.0,1.0,157.94,-1.3611858975024906,2,0,47,98250.72,0
595.95,280800.0,1.0,1.0,595.95,-0.6523896514427909,2,0,47,98250.72,0
904.06,388800.0,1.0,1.0,904.06,-0.1538000955571856,2,0,47,98250.72,0
987.87,57600.0,1.0,2.0,987.87,-0.01817713402145931,2,0,47,98250.72,0
1191.38,270000.0,1.0,1.0,1191.38,0.3111466805846217,2,0,47,98250.72,0
944.87,187200.0,1.0,1.0,944.87,-0.08776056494898855,2,0,47,98250.72,0
1838.17,424800.0,1.0,1.0,1838.17,1.3577947570873343,2,0,47,98250.72,0
1866.06,349200.0,1.0,1.0,1866.06,1.4029268940307942,2,0,47,98250.72,0
815.96,230400.0,1.0,1.0,815.96,-0.2963652179924256,2,0,47,98250.72,0
1329.52,374400.0,1.0,1.0,1329.52,0.5346874979876189,2,0,47,98250.72,0
18.48,417600.0,1.0,1.0,18.48,-1.5868627644130309,2,0,47,98250.72,0
1774.71,345600.0,1.0,1.0,1774.71,1.2551025587928921,2,0,47,98250.72,0
1178.27,360000.0,1.0,1.0,1178.27,0.28993182524834454,2,0,47,98250.72,0
1071.49,320400.0,1.0,1.0,1071.49,0.11713836584272665,2,0,47,98250.72,0
1894.51,241200.0,1.0,1.0,1894.51,1.4489652337956365,2,0,47,98250.72,0
1437.67,82800.0,1.0,2.0,1437.67,0.7096979178669747,2,0,47,98250.72,0
586.47,259200.0,1.0,1.0,586.47,-0.6677303706333253,2,0,47,98250.72,0
342.98,295200.0,1.0,1.0,342.98,-1.0617505938087695,2,0,47,98250.72,0
1893.94,356400.0,1.0,1.0,1893.94,1.4480428487810157,2,0,47,98250.72,0
1296.27,392400.0,1.0,1.0,1296.27,0.480881705468076,2,0,47,98250.72,0
398.7,363600.0,1.0,1.0,398.7,-0.9715834130812828,2,0,47,98250.72,0
75.92,316800.0,1.0,1.0,75.92,-1.4939122464484431,2,0,47,98250.72,0
186.39,198000.0,1.0,1.0,186.39,-1.3151475577376486,2,0,47,98250.72,0
1674.43,356400.0,1.0,1.0,1674.43,1.0928275249925985,2,0,47,98250.72,0
1658.5,0.0,1.0,1.0,1658.5,1.1899832368060805,0,0,31,70950.9,0
1502.65,374400.0,1.0,1.0,1502.65,0.9260956345092122,0,0,31,70950.9,0
320.25,46800.0,1.0,2.0,320.25,-1.0759621194581748,0,0,31,70950.9,0
1322.7,43200.0,1.0,2.0,1322.7,0.6214015438238,0,0,31,70950.9,0
360.66,118800.0,1.0,1.0,360.66,-1.0075392897577164,0,0,31,70950.9,0
1424.64,313200.0,1.0,1.0,1424.64,0.7940079100614823,0,0,31,70950.9,0
420.52,259200.0,1.0,1.0,420.52,-0.9061834227478316,0,0,31,70950.9,0
1141.2,331200.0,1.0,1.0,1141.2,0.3140829694453488,0,0,31,70950.9,0
61.86,180000.0,1.0,1.0,61.86,-1.5134720171642244,0,0,31,70950.9,0
688.25,403200.0,1.0,1.0,688.25,-0.45285889427211395,0,0,31,70950.9,0
130.65,259200.0,1.0,1.0,130.65,-1.3969957376518627,0,0,31,70950.9,0
177.92,291600.0,1.0,1.0,177.92,-1.3169574510905988,0,0,31,70950.9,0
15.54,363600.0,1.0,1.0,15.54,-1.5919017492039482,0,0,31,70950.9,0
1329.58,147600.0,1.0,1.0,1329.58,0.6330508649903218,0,0,31,70950.9,0
1328.76,172800.0,1.0,1.0,1328.76,0.63166242845594,0,0,31,70950.9,0
1724.68,262800.0,1.0,1.0,1724.68,1.3020402244224216,0,0,31,70950.9,0
898.55,154800.0,1.0,1.0,898.55,-0.09677571966171022,0,0,31,70950.9,0
77.45,93600.0,1.0,1.0,77.45,-1.4870747908581083,0,0,31,70950.9,0
1794.06,75600.0,1.0,2.0,1794.06,1.419515500953424,0,0,31,70950.9,0
341.68,172800.0,1.0,1.0,341.68,-1.0396765158828019,0,0,31,70950.9,0
1225.85,374400.0,1.0,1.0,1225.85,0.4574136433910009,0,0,31,70950.9,0
930.75,216000.0,1.0,1.0,930.75,-0.042254187457929825,0,0,31,70950.9,0
1491.52,122400.0,1.0,1.0,1491.52,0.9072501483779053,0,0,31,70950.9,0
799.63,234000.0,1.0,1.0,799.63,-0.2642685757361806,0,0,31,70950.9,0
232.21,21600.0,1.0,2.0,232.21,-1.2250327932227965,0,0,31,70950.9,0
1339.43,46800.0,1.0,3.0,1339.43,0.6497290355557642,0,0,31,70950.9,0
862.36,331200.0,1.0,1.0,862.36,-0.15805318085595887,0,0,31,70950.9,0
1555.64,3600.0,1.0,2.0,1555.64,1.0158191125054332,0,0,31,70950.9,0
1930.25,399600.0,1.0,1.0,1930.25,1.6501144907308414,0,0,31,70950.9,0
1913.28,64800.0,1.0,2.0,1913.28,1.6213806273302778,0,0,31,70950.9,0
1204.97,356400.0,1.0,1.0,1204.97,0.4220593082228355,0,0,31,70950.9,0
761.86,162000.0,1.0,1.0,761.86,-0.32822131708204344,0,0,31,70950.9,0
927.68,97200.0,1.0,1.0,927.68,-0.047452358385433185,0,0,31,70950.9,0
598.44,414000.0,1.0,1.0,598.44,-0.6049265590926577,0,0,31,70950.9,0
996.64,0.0,1.0,1.0,996.64,-0.3036010661254122,2,0,25,11094.98,0
1553.97,284400.0,1.0,1.0,1553.97,0.8743000225731999,2,0,25,11094.98,0
1227.78,234000.0,1.0,1.0,1227.78,0.18490674368528734,2,0,25,11094.98,0
1995.64,392400.0,1.0,1.0,1995.64,1.8077569939286198,2,0,25,11094.98,0
1888.83,374400.0,1.0,1.0,1888.83,1.5820170996399596,2,0,25,11094.98,0
790.16,79200.0,1.0,2.0,790.16,-0.7399906679672106,2,0,25,11094.98,0
1512.89,111600.0,1.0,1.0,1512.89,0.7874786120556629,2,0,25,11094.98,0
718.54,338400.0,1.0,1.0,718.54,-0.8913574990593724,2,0,25,11094.98,0
1865.15,291600.0,1.0,1.0,1865.15,1.5319700937720124,2,0,25,11094.98,0
1434.12,151200.0,1.0,1.0,1434.12,0.6210004595126635,2,0,25,11094.98,0
766.53,428400.0,1.0,1.0,766.53,-0.7899320002585787,2,0,25,11094.98,0
362.88,252000.0,1.0,1.0,362.88,-1.643034783983113,2,0,25,11094.98,0
986.92,226800.0,1.0,1.0,986.92,-0.3241440094124245,2,0,25,11094.98,0
180.56,7200.0,1.0,2.0,180.56,-2.028362913621803,2,0,25,11094.98,0
1532.64,324000.0,1.0,1.0,1532.64,0.8292196748044789,2,0,25,11094.98,0
748.78,104400.0,1.0,1.0,748.78,-0.8274461199442233,2,0,25,11094.98,0
1483.64,201600.0,1.0,1.0,1483.64,0.7256595697567837,2,0,25,11094.98,0
1434.11,345600.0,1.0,1.0,1434.11,0.6209793247973476,2,0,25,11094.98,0
793.2,46800.0,1.0,2.0,793.2,-0.7335657145111901,2,0,25,11094.98,0
868.43,226800.0,1.0,1.0,868.43,-0.5745692511900043,2,0,25,11094.98,0
1307.48,270000.0,1.0,1.0,1307.48,0.35335042475266115,2,0,25,11094.98,0
1221.68,162000.0,1.0,1.0,1221.68,0.17201456734261528,2,0,25,11094.98,0
788.87,266400.0,1.0,1.0,788.87,-0.7427170462429559,2,0,25,11094.98,0
907.53,248400.0,1.0,1.0,907.53,-0.4919325143050066,2,0,25,11094.98,0
366.56,0.0,1.0,1.0,366.56,-0.920145710336664,0,1,67,194371.23,0
231.64,198000.0,1.0,1.0,231.64,-1.1342195689582408,0,1,67,194371.23,0
1875.87,3600.0,1.0,2.0,1875.87,1.4746350156945573,0,1,67,194371.23,0
1769.93,432000.0,1.0,1.0,1769.93,1.3065429271801057,0,1,67,194371.23,0
1322.06,97200.0,1.0,1.0,1322.06,0.5959198982678189,0,1,67,194371.23,0
946.44,86400.0,1.0,1.0,946.44,-6.603988395052791e-05,0,1,67,194371.23,0
1285.6,46800.0,1.0,2.0,1285.6,0.5380698175878403,0,1,67,194371.23,0
113.82,378000.0,1.0,1.0,113.82,-1.3211613272060487,0,1,67,194371.23,0
633.88,342000.0,1.0,1.0,633.88,-0.4959964078854338,0,1,67,194371.23,0
289.59,306000.0,1.0,1.0,289.59,-1.042271895469356,0,1,67,194371.23,0
1462.62,345600.0,1.0,1.0,1462.62,0.8189425899951303,0,1,67,194371.23,0
933.11,176400.0,1.0,1.0,933.11,-0.0212163847951989,0,1,67,194371.23,0
1992.95,273600.0,1.0,1.0,1992.95,1.6604026362653717,0,1,67,194371.23,0
120.84,57600.0,1.0,2.0,120.84,-1.3100228859999747,0,1,67,194371.23,0
655.21,136800.0,1.0,1.0,655.21,-0.4621526826823635,0,1,67,194371.23,0
425.18,432000.0,1.0,1.0,425.18,-0.8271349662483385,0,1,67,194371.23,0
1253.89,90000.0,1.0,1.0,1253.89,0.48775643145613146,0,1,67,194371.23,0
1355.66,399600.0,1.0,1.0,1355.66,0.6492320954934713,0,1,67,194371.23,0
766.67,324000.0,1.0,1.0,766.67,-0.28530216176655443,0,1,67,194371.23,0
1533.3,3600.0,1.0,2.0,1533.3,0.9310886048733772,0,1,67,194371.23,0
1939.8,352800.0,1.0,1.0,1939.8,1.5760709909515795,0,1,67,194371.23,0
809.33,129600.0,1.0,1.0,809.33,-0.21761471136041383,0,1,67,194371.23,0
671.34,93600.0,1.0,1.0,671.34,-0.4365596546689775,0,1,67,194371.23,0
1185.09,32400.0,1.0,2.0,1185.09,0.3785933609464625,0,1,67,194371.23,0
106.44,313200.0,1.0,1.0,106.44,-1.3328709705252542,0,1,67,194371.23,0
20.54,309600.0,1.0,1.0,20.54,-1.4691661414086923,0,1,67,194371.23,0
410.37,39600.0,1.0,2.0,410.37,-0.850633586513574,0,1,67,194371.23,0
426.57,133200.0,1.0,1.0,426.57,-0.8249294914226347,0,1,67,194371.23,0
163.64,259200.0,1.0,1.0,163.64,-1.2421133014387273,0,1,67,194371.23,0
1345.9,194400.0,1.0,1.0,1345.9,0.6337461715374485,0,1,67,194371.23,0
1515.22,144000.0,1.0,1.0,1515.22,0.9024015654138597,0,1,67,194371.23,0
356.32,230400.0,1.0,1.0,356.32,-0.9363932371101961,0,1,67,194371.23,0
1375.49,75600.0,1.0,2.0,1375.49,0.6806958118918248,0,1,67,194371.23,0
1687.68,212400.0,1.0,1.0,1687.68,1.1760391110548112,0,1,67,194371.23,0
1992.94,118800.0,1.0,1.0,1992.94,1.660386769540007,0,1,67,194371.23,0
1486.8,378000.0,1.0,1.0,1486.8,0.8573083319271623,0,1,67,194371.23,0
191.53,183600.0,1.0,1.0,191.53,-1.1978610043963631,0,1,67,194371.23,0
205.27,0.0,1.0,1.0,205.27,-1.5489576780543444,2,0,49,25062.31,0
1746.95,270000.0,1.0,1.0,1746.95,1.3087002359838438,2,0,49,25062.31,0
536.73,64800.0,1.0,2.0,536.73,-0.9345634508560297,2,0,49,25062.31,0
1198.16,104400.0,1.0,1.0,1198.16,0.29146313967007104,2,0,49,25062.31,0
1014.91,50400.0,1.0,2.0,1014.91,-0.048209044406714224,2,0,49,25062.31,0
133.97,72000.0,1.0,2.0,133.97,-1.6811193518588452,2,0,49,25062.31,0
721.41,158400.0,1.0,1.0,721.41,-0.5922406189035022,2,0,49,25062.31,0
1495.77,291600.0,1.0,1.0,1495.77,0.843113009809727,2,0,49,25062.31,0
936.15,93600.0,1.0,1.0,936.15,-0.19419857356299028,2,0,49,25062.31,0
1847.26,111600.0,1.0,1.0,1847.26,1.494634843267567,2,0,49,25062.31,0
1755.77,169200.0,1.0,1.0,1755.77,1.3250489872174438,2,0,49,25062.31,0
1218.81,295200.0,1.0,1.0,1218.81,0.3297399778757221,2,0,49,25062.31,0
1071.97,151200.0,1.0,1.0,1071.97,0.05755736663514866,2,0,49,25062.31,0
1164.98,302400.0,1.0,1.0,1164.98,0.22996069455319382,2,0,49,25062.31,0
841.92,201600.0,1.0,1.0,841.92,-0.36886329337502555,2,0,49,25062.31,0
886.14,54000.0,1.0,2.0,886.14,-0.2868971052174515,2,0,49,25062.31,0
1704.34,360000.0,1.0,1.0,1704.34,1.2297183436863712,2,0,49,25062.31,0
256.02,219600.0,1.0,1.0,256.02,-1.4548874824641844,2,0,49,25062.31,0
269.61,0.0,1.0,1.0,269.61,-0.5347784602907231,1,0,59,143830.45,1
325.6,285.0,2.0,2.0,595.21,-0.04791794942887431,1,0,59,143830.45,1
123.36,108.0,3.0,3.0,718.57,-1.8064939400825675,1,0,59,143830.45,1
401.77,65.0,4.0,4.0,1120.3400000000001,0.6144175589180982,1,0,59,143830.45,1
417.98,279.0,5.0,5.0,1538.3200000000002,0.7553714592765656,1,0,59,143830.45,1
484.93,86.0,6.0,6.0,2023.25,1.3375345455812766,1,0,59,143830.45,1
413.93,94.0,7.0,7.0,2437.1800000000003,0.720154722913099,1,0,59,143830.45,1
483.85,65.0,8.0,8.0,2921.03,1.3281434158843521,1,0,59,143830.45,1
387.58,210.0,9.0,9.0,3308.61,0.4910285492890639,1,0,59,143830.45,1
288.18,83.0,10.0,10.0,3596.79,-0.3733032024463843,1,0,59,143830.45,1
163.14,215.0,11.0,11.0,3759.9300000000003,-1.460587329579186,1,0,59,143830.45,1
283.09,231.0,12.0,12.0,4043.02,-0.4175632488883709,1,0,59,143830.45,1
396.71,298.0,13.0,13.0,4439.73,0.5704183771899155,1,0,59,143830.45,1
156.72,149.0,14.0,14.0,4596.45,-1.5164123783331254,1,0,59,143830.45,1
370.21,237.0,15.0,15.0,4966.66,0.3399878799968633,1,0,59,143830.45,1
562.74,0.0,1.0,1.0,562.74,-0.5808792606035088,1,1,81,104410.63,0
1221.14,378000.0,1.0,1.0,1221.14,0.5273689179599309,1,1,81,104410.63,0
747.07,172800.0,1.0,1.0,747.07,-0.2706068019847378,1,1,81,104410.63,0
1314.02,428400.0,1.0,1.0,1314.02,0.6837086670865593,1,1,81,104410.63,0
524.26,194400.0,1.0,1.0,524.26,-0.6456505089496831,1,1,81,104410.63,0
1901.21,291600.0,1.0,1.0,1901.21,1.6720930048305844,1,1,81,104410.63,0
512.86,410400.0,1.0,1.0,512.86,-0.6648394962455871,1,1,81,104410.63,0
160.24,3600.0,1.0,2.0,160.24,-1.2583851717088923,1,1,81,104410.63,0
439.36,363600.0,1.0,1.0,439.36,-0.7885579669691789,1,1,81,104410.63,0
1785.71,378000.0,1.0,1.0,1785.71,1.4776782651220832,1,1,81,104410.63,0
126.75,230400.0,1.0,1.0,126.75,-1.3147570300018594,1,1,81,104410.63,0
873.18,133200.0,1.0,1.0,873.18,-0.05833283813504875,1,1,81,104410.63,0
1906.75,349200.0,1.0,1.0,1906.75,1.6814181793585938,1,1,81,104410.63,0
1070.88,97200.0,1.0,1.0,1070.88,0.27444459944391875,1,1,81,104410.63,0
292.01,147600.0,1.0,1.0,292.01,-1.0365840439912366,1,1,81,104410.63,0
1087.18,198000.0,1.0,1.0,1087.18,0.30188148478806215,1,1,81,104410.63,0
1783.04,0.0,1.0,1.0,1783.04,1.253847379763442,1,0,30,32433.22,0
161.73,374400.0,1.0,1.0,161.73,-1.7584810166558298,1,0,30,32433.22,0
928.44,338400.0,1.0,1.0,928.44,-0.33396485082781413,1,0,30,32433.22,0
1429.81,342000.0,1.0,1.0,1429.81,0.597560328263618,1,0,30,32433.22,0
1981.76,10800.0,1.0,2.0,1981.76,1.623061101344409,1,0,30,32433.22,0
794.29,349200.0,1.0,1.0,794.29,-0.5832101243286533,1,0,30,32433.22,0
1287.86,288000.0,1.0,1.0,1287.86,0.33382297028043423,1,0,30,32433.22,0
687.97,352800.0,1.0,1.0,687.97,-0.7807483835803058,1,0,30,32433.22,0
1981.51,158400.0,1.0,1.0,1981.51,1.6225966114571544,1,0,30,32433.22,0
960.57,212400.0,1.0,1.0,960.57,-0.274268610517848,1,0,30,32433.22,0
1320.01,68400.0,1.0,2.0,1320.01,0.3935563697813809,1,0,30,32433.22,0
1247.42,352800.0,1.0,1.0,1247.42,0.25868708611812424,1,0,30,32433.22,0
1258.48,302400.0,1.0,1.0,1258.48,0.2792361187302693,1,0,30,32433.22,0
1289.26,399600.0,1.0,1.0,1289.26,0.3364241136490604,1,0,30,32433.22,0
135.58,331200.0,1.0,1.0,135.58,-1.807066658862665,1,0,30,32433.22,0
954.89,28800.0,1.0,2.0,954.89,-0.2848218207562735,1,0,30,32433.22,0
381.25,378000.0,1.0,1.0,381.25,-1.3506217364552768,1,0,30,32433.22,0
832.42,61200.0,1.0,2.0,832.42,-0.5123661267245758,1,0,30,32433.22,0
1499.93,25200.0,1.0,2.0,1499.93,0.7278404518407993,1,0,30,32433.22,0
1573.43,72000.0,1.0,2.0,1573.43,0.864400478693663,1,0,30,32433.22,0
1485.92,64800.0,1.0,2.0,1485.92,0.7018104385590493,1,0,30,32433.22,0
1940.04,370800.0,1.0,1.0,1940.04,1.545547028959355,1,0,30,32433.22,0
1191.32,378000.0,1.0,1.0,1191.32,0.15445555541818312,1,0,30,32433.22,0
505.82,234000.0,1.0,1.0,505.82,-1.1191757154340356,1,0,30,32433.22,0
1192.07,82800.0,1.0,2.0,1192.07,0.15584902507994702,1,0,30,32433.22,0
632.08,212400.0,1.0,1.0,632.08,-0.8845897427749528,1,0,30,32433.22,0
224.19,86400.0,1.0,1.0,224.19,-1.6424328632241307,1,0,30,32433.22,0
1024.44,334800.0,1.0,1.0,1024.44,-0.15560073412203296,1,0,30,32433.22,0
1083.77,223200.0,1.0,1.0,1083.77,-0.04536799407876228,1,0,30,32433.22,0
1476.71,392400.0,1.0,1.0,1476.71,0.6846986311125884,1,0,30,32433.22,0
1535.36,360000.0,1.0,1.0,1535.36,0.7936679586625264,1,0,30,32433.22,0
1677.88,331200.0,1.0,1.0,1677.88,1.058464353588651,1,0,30,32433.22,0
110.96,140400.0,1.0,1.0,110.96,-1.8528096229595017,1,0,30,32433.22,0
1310.66,0.0,1.0,1.0,1310.66,0.20561758724537285,2,1,78,17120.34,0
